subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset
KAN_RHnonlit_02,1,71,2,nonjoke,Save the whales; start a,collection,coalition,Save the whales; start a coalition.,1,0.6999437808990479,316.01135516166687
KAN_RHnonlit_02,1,72,2,joke,The first two hundred story building opened in Chicago; it was a ,library,hotel,The first two hundred story building opened in Chicago; it was a library.,1,0.6165680885314941,328.0102620124817
KAN_RHnonlit_02,1,96,2,joke,"When the kid came into the store and asked for empty boxes, the owner gave him the",register,crate,"When the kid came into the store and asked for empty boxes, the owner gave him the register.",2,1.9330949783325195,338.00927901268005
KAN_RHnonlit_02,1,144,2,joke,The difference between a dog and fox is about five,beers,degrees,The difference between a dog and fox is about five beers.,3,0.6499409675598145,348.0082700252533
KAN_RHnonlit_02,1,106,2,joke,"Every time I wear my spring coat in the rain, it damages the",springs,fabric,"Every time I wear my spring coat in the rain, it damages the springs.",4,0.5999600887298584,360.00701999664307
KAN_RHnonlit_02,1,117,2,nonjoke,"All roads lead to Rome, and all detours lead to",profanity,somewhere,"All roads lead to Rome, and all detours lead to somewhere.",2,1.3831760883331299,370.0060820579529
KAN_RHnonlit_02,1,124,2,joke,"I've got Parkinson's disease, and he's got", mine,gout,"I've got Parkinson's disease, and he's got mine.",2,0.4000089168548584,380.00503611564636
KAN_RHnonlit_02,1,94,2,joke,"To get something done, a committee should consist of no more than three people, two of whom are",dead,workers,"To get something done, a committee should consist of no more than three people, two of whom are dead.",3,1.2999207973480225,392.0038821697235
KAN_RHnonlit_02,1,107,2,nonjoke,The difference between a good speaker and a bad one is often a nice,nap,diction,The difference between a good speaker and a bad one is often a nice diction.,1,1.5998082160949707,400.003093957901
KAN_RHnonlit_02,1,19,2,nonjoke,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my",umbrella,pay,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my pay.",1,1.0499029159545898,408.0022621154785
KAN_RHnonlit_02,1,49,2,nonjoke,One person who sure makes a long story short is my,editor,aunt,One person who sure makes a long story short is my aunt.,1,1.899806022644043,424.00075912475586
KAN_RHnonlit_02,1,59,2,nonjoke,"Women don't dress to please men; if they did, they'd dress a lot",faster,scantier,"Women don't dress to please men; if they did, they'd dress a lot scantier.",1,1.8997828960418701,438.01597714424133
KAN_RHnonlit_02,1,54,2,joke,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little,finding,sightseeing,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,3,0.3499629497528076,450.0147910118103
KAN_RHnonlit_02,1,156,2,joke,The only ones who want me for my body are,mosquitos,losers,The only ones who want me for my body are mosquitos.,3,0.6999161243438721,458.0140609741211
KAN_RHnonlit_02,1,2,2,joke,"She went on a fourteen day diet, but she only lost two",weeks,ounces,"She went on a fourteen day diet, but she only lost two weeks.",1,1.2164299488067627,466.01325511932373
KAN_RHnonlit_02,1,143,2,nonjoke,Most of the people running for office are not politicians; they're,commuters,candidates,Most of the people running for office are not politicians; they're candidates.,1,1.3498029708862305,474.0124731063843
KAN_RHnonlit_02,1,66,2,joke,One good way to invest in the country is to buy a ,senator,business,One good way to invest in the country is to buy a senator.,3,0.983177900314331,484.01145815849304
KAN_RHnonlit_02,1,15,2,nonjoke,"When John bought a bulldog, it was no time at all before he had that dog eating out of his",leg,fingers,"When John bought a bulldog, it was no time at all before he had that dog eating out of his fingers.",1,1.7164361476898193,492.01069498062134
KAN_RHnonlit_02,1,76,2,joke,"Parents support clubs for teenagers, especially when they lack other forms of",punishment,diversion,"Parents support clubs for teenagers, especially when they lack other forms of punishment.",1,1.4664499759674072,504.0095191001892
KAN_RHnonlit_02,1,77,2,nonjoke,He is at the age when all the numbers in his little black book belong to,doctors,friends,He is at the age when all the numbers in his little black book belong to friends.,1,1.033229112625122,512.0086250305176
KAN_RHnonlit_02,1,3,2,nonjoke,A thoughtful wife has pork chops ready when her husband comes home from,fishing,working,A thoughtful wife has pork chops ready when her husband comes home from working.,2,0.6999311447143555,522.0077040195465
KAN_RHnonlit_02,1,153,2,nonjoke,The husband who catches his wife in the act is probably on the,trapeze,snoop,The husband who catches his wife in the act is probably on the snoop.,1,0.7999668121337891,532.0066511631012
KAN_RHnonlit_02,1,100,2,joke,"I hope this train stops at Grand Central because if it doesn't, there will be a ",crash,delay,"I hope this train stops at Grand Central because if it doesn't, there will be a crash.",3,0.6333479881286621,540.0058491230011
KAN_RHnonlit_02,1,127,2,nonjoke,The penalty for dishonesty is the disgrace of dying,rich,unloved,The penalty for dishonesty is the disgrace of dying unloved.,1,1.1165530681610107,550.0048480033875
KAN_RHnonlit_02,1,88,2,joke,The wind was so strong it blew out three,fuses,streetlights,The wind was so strong it blew out three fuses.,1,1.5331189632415771,560.003909111023
