subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset
KAN_RHnonlit_04,2,41,1,joke,His doctor recommended he stay flat on his back ever since he was hit by a ,steamroller,motorist,His doctor recommended he stay flat on his back ever since he was hit by a steamroller.,3,0.31809115409851074,136.00926995277405
KAN_RHnonlit_04,2,131,1,joke,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly",weddings, blackjack,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",3,1.088115930557251,144.01120805740356
KAN_RHnonlit_04,2,37,1,joke,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the",bathtub,admission,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub.",2,0.33476805686950684,154.0052239894867
KAN_RHnonlit_04,2,132,1,nonjoke,The last time a guy in a mask took all my money I was in,surgery,shock,The last time a guy in a mask took all my money I was in shock.,1,0.4854869842529297,168.00017189979553
KAN_RHnonlit_04,2,101,1,joke,"I got a car for my wife, and I thought it was a good",trade,choice,"I got a car for my wife, and I thought it was a good trade.",2,0.4016909599304199,176.00215697288513
KAN_RHnonlit_04,2,21,1,joke,"She told him he looked like a million, and she meant every",century,syllable,"She told him he looked like a million, and she meant every century.",1,0.7533121109008789,184.0040159225464
KAN_RHnonlit_04,2,28,1,nonjoke,Her press agent was operated on for an ingrown,beeper,eyelash,Her press agent was operated on for an ingrown eyelash.,1,0.46875,192.00595998764038
KAN_RHnonlit_04,2,9,1,joke,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a ",dress,name,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a dress.",,,200.00794887542725
KAN_RHnonlit_04,2,72,1,nonjoke,The first two hundred story building opened in Chicago; it was a ,library,hotel,The first two hundred story building opened in Chicago; it was a hotel.,1,1.9753940105438232,216.0117199420929
KAN_RHnonlit_04,2,8,1,nonjoke,Last Thanksgiving my wife spent all morning in the kitchen stuffing the,kids,bird,Last Thanksgiving my wife spent all morning in the kitchen stuffing the bird.,1,0.3012888431549072,224.01366305351257
KAN_RHnonlit_04,2,152,1,nonjoke,"Many things run in families, especially",noses,strength,"Many things run in families, especially strength.",1,0.5189151763916016,234.00779390335083
KAN_RHnonlit_04,2,16,1,nonjoke,Many a man's idea of a vacation is to rest quietly in the shade of a ,blonde,palm,Many a man's idea of a vacation is to rest quietly in the shade of a palm.,1,0.45195794105529785,254.01256608963013
KAN_RHnonlit_04,2,84,1,nonjoke,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and ",lawyers,crack,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and crack.",1,0.4854462146759033,264.00658988952637
KAN_RHnonlit_04,2,117,1,joke,"All roads lead to Rome, and all detours lead to",profanity,somewhere,"All roads lead to Rome, and all detours lead to profanity.",3,0.4185609817504883,280.0103659629822
KAN_RHnonlit_04,2,1,1,joke,"When I asked how long he should cook the noodles, I said at least ten",inches,seconds,"When I asked how long he should cook the noodles, I said at least ten inches.",2,0.9038870334625244,308.0004699230194
KAN_RHnonlit_04,2,155,1,joke,The show had one act that was really offbeat: the,singer,clowns,The show had one act that was really offbeat: the singer.,2,0.38493800163269043,318.0112280845642
KAN_RHnonlit_04,2,62,1,nonjoke,"I can walk on water, but I stagger on ",alcohol,concrete,"I can walk on water, but I stagger on concrete.",1,0.33471179008483887,326.01316809654236
KAN_RHnonlit_04,2,112,1,nonjoke,The art museum just acquired an early Rembrandt; it's done in ,Crayola,charcoal,The art museum just acquired an early Rembrandt; it's done in charcoal.,2,0.5860311985015869,338.01596188545227
KAN_RHnonlit_04,2,148,1,nonjoke,The best bargain I ever got was when I went to a family garage sale and bought a ,grandma,toaster,The best bargain I ever got was when I went to a family garage sale and bought a toaster.,1,0.385084867477417,348.0100131034851
KAN_RHnonlit_04,2,31,1,joke,"He told her he wasn't himself, and she said she'd noticed the",improvement,problem,"He told her he wasn't himself, and she said she'd noticed the improvement.",1,0.5859401226043701,356.0119149684906
KAN_RHnonlit_04,2,14,1,nonjoke,He got a medal for bravery on the beach when he rescued a girl from a ,lifeguard,shipwreck,He got a medal for bravery on the beach when he rescued a girl from a shipwreck.,1,0.45201992988586426,366.00600600242615
KAN_RHnonlit_04,2,50,1,nonjoke,The only time my father ever raised a hand to his children was in ,self- defense,discipline,The only time my father ever raised a hand to his children was in discipline.,1,0.4520530700683594,382.009831905365
KAN_RHnonlit_04,2,149,1,joke,"She asked what state he was born in, and he said in the ",nude,East,"She asked what state he was born in, and he said in the nude.",1,0.38504600524902344,402.01464200019836
KAN_RHnonlit_04,2,82,1,nonjoke,"When it comes to keeping warm, nothing beats a thermal",brunette,parka,"When it comes to keeping warm, nothing beats a thermal parka.",1,0.31814098358154297,430.0046100616455
KAN_RHnonlit_04,2,153,1,joke,The husband who catches his wife in the act is probably on the,trapeze,snoop,The husband who catches his wife in the act is probably on the trapeze.,2,0.40183091163635254,438.00654006004333
KAN_RHnonlit_04,2,89,1,joke,"Some babies are born to rule, while others are",male,weak,"Some babies are born to rule, while others are male.",1,0.3683638572692871,446.0084490776062
KAN_RHnonlit_04,2,36,1,nonjoke,A problem drinker is one who never,buys,quits,A problem drinker is one who never quits.,1,0.5022411346435547,456.0025429725647
KAN_RHnonlit_04,2,30,1,nonjoke,Nothing you put in a banana split is as potentially fattening as the,spoon,syrup,Nothing you put in a banana split is as potentially fattening as the syrup.,1,1.0044639110565186,468.0054020881653
KAN_RHnonlit_04,2,47,1,joke,"Charged with statutory rape, he told the judge he didn't know she was a ",statue,teenager,"Charged with statutory rape, he told the judge he didn't know she was a statue.",1,1.222093105316162,478.0161819458008
KAN_RHnonlit_04,2,35,1,joke,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their",nuptials,careers,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their nuptials.",2,1.54007887840271,492.01119208335876
KAN_RHnonlit_04,2,52,1,nonjoke,My wife did natural childbirth: no,makeup,anesthetic,My wife did natural childbirth: no anesthetic.,1,0.3850529193878174,500.0131139755249
KAN_RHnonlit_04,2,39,1,joke,The best way to remove coffee stains from a white blouse is with,scissors,detergent,The best way to remove coffee stains from a white blouse is with scissors.,2,0.40167999267578125,510.00719690322876
KAN_RHnonlit_04,2,147,1,joke,"When we got divorced, my wife and I split the house; she got the",inside,kitchen,"When we got divorced, my wife and I split the house; she got the inside.",3,1.1048779487609863,518.0090720653534
KAN_RHnonlit_04,2,24,1,nonjoke,"Where I'm from, the two most common elements are hydrogen and ",stupidity,nitrogen,"Where I'm from, the two most common elements are hydrogen and nitrogen.",1,0.4520418643951416,526.0109601020813
KAN_RHnonlit_04,2,59,1,joke,"Women don't dress to please men; if they did, they'd dress a lot",faster,scantier,"Women don't dress to please men; if they did, they'd dress a lot faster.",,,536.0050010681152
KAN_RHnonlit_04,2,65,1,joke,A good way to blow your mind is to smoke ,gunpowder,heroin,A good way to blow your mind is to smoke gunpowder.,1,1.4062409400939941,548.0079100131989
KAN_RHnonlit_04,2,141,1,joke,The only crop that is grown in America and harvested abroad is the American,tourist,tobacco,The only crop that is grown in America and harvested abroad is the American tourist.,2,1.740967035293579,556.009908914566
KAN_RHnonlit_04,2,106,1,nonjoke,"Every time I wear my spring coat in the rain, it damages the",springs,fabric,"Every time I wear my spring coat in the rain, it damages the fabric.",1,0.5022969245910645,566.003849029541
