subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset
KAN_RHnonlit_05,1,59,2,nonjoke,"Women don't dress to please men; if they did, they'd dress a lot",faster,scantier,"Women don't dress to please men; if they did, they'd dress a lot scantier.",2,1.7911491394042969,142.0033540725708
KAN_RHnonlit_05,1,61,2,nonjoke,"For great vacation, put the kids in the back seat, and take a ",cruise,freeway,"For great vacation, put the kids in the back seat, and take a freeway.",,,156.0150511264801
KAN_RHnonlit_05,1,73,2,nonjoke,One thing that makes the world go round is,detours,greed,One thing that makes the world go round is greed.,2,1.0045099258422852,168.00120210647583
KAN_RHnonlit_05,1,120,2,joke,Two things are essential for success: wealth and,money,fame,Two things are essential for success: wealth and money.,,,180.0041332244873
KAN_RHnonlit_05,1,35,2,nonjoke,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their",nuptials,careers,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers.",1,1.1048729419708252,190.01495122909546
KAN_RHnonlit_05,1,18,2,joke,"When we watch a sexy movie, my wife leans over and breathes on my",glasses,collar,"When we watch a sexy movie, my wife leans over and breathes on my glasses.",3,0.5523891448974609,198.00018501281738
KAN_RHnonlit_05,1,147,2,nonjoke,"When we got divorced, my wife and I split the house; she got the",inside,kitchen,"When we got divorced, my wife and I split the house; she got the kitchen.",1,0.7198500633239746,206.00212907791138
KAN_RHnonlit_05,1,64,2,joke,The best way to stop an elephant from charging is to cut off its,credit,toes,The best way to stop an elephant from charging is to cut off its credit.,,,218.00496315956116
KAN_RHnonlit_05,1,105,2,nonjoke,The book that tells you where you can go on vacation is called a,checkbook,guidebook,The book that tells you where you can go on vacation is called a guidebook.,1,2.0926339626312256,232.00010704994202
KAN_RHnonlit_05,1,38,2,joke,This fall two things are turning yellow: trees and,investors,bushes,This fall two things are turning yellow: trees and investors.,3,0.4016900062561035,240.00204706192017
KAN_RHnonlit_05,1,37,2,nonjoke,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the",bathtub,admission,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the admission.",1,0.9876549243927002,248.00395917892456
KAN_RHnonlit_05,1,124,2,joke,"I've got Parkinson's disease, and he's got", mine,gout,"I've got Parkinson's disease, and he's got mine.",3,1.456449031829834,256.00587916374207
KAN_RHnonlit_05,1,119,2,nonjoke,"He told me he's not broke, just badly",bent,off,"He told me he's not broke, just badly off.",2,1.9585440158843994,276.0108091831207
KAN_RHnonlit_05,1,125,2,nonjoke,I know one couple who got divorced and had to leave the house to the,attorney,daughter,I know one couple who got divorced and had to leave the house to the daughter.,2,0.9876599311828613,284.0127100944519
KAN_RHnonlit_05,1,117,2,nonjoke,"All roads lead to Rome, and all detours lead to",profanity,somewhere,"All roads lead to Rome, and all detours lead to somewhere.",2,1.3559370040893555,294.00675201416016
KAN_RHnonlit_05,1,69,2,nonjoke,"When an irresistible force meets an immovable object, you get two very angry",women,entities,"When an irresistible force meets an immovable object, you get two very angry entities.",3,1.1215531826019287,316.0037770271301
KAN_RHnonlit_05,1,101,2,nonjoke,"I got a car for my wife, and I thought it was a good",trade,choice,"I got a car for my wife, and I thought it was a good choice.",3,1.523332118988037,328.00666999816895
KAN_RHnonlit_05,1,36,2,joke,A problem drinker is one who never,buys,quits,A problem drinker is one who never buys.,3,1.6573379039764404,338.0006811618805
KAN_RHnonlit_05,1,107,2,nonjoke,The difference between a good speaker and a bad one is often a nice,nap,diction,The difference between a good speaker and a bad one is often a nice diction.,1,0.6528620719909668,348.0115671157837
KAN_RHnonlit_05,1,129,2,nonjoke,The perfect companion to a vegetarian dinner is a ,steak,salad,The perfect companion to a vegetarian dinner is a salad.,3,1.088158130645752,360.0144510269165
KAN_RHnonlit_05,1,8,2,joke,Last Thanksgiving my wife spent all morning in the kitchen stuffing the,kids,bird,Last Thanksgiving my wife spent all morning in the kitchen stuffing the kids.,2,1.0211920738220215,370.00850009918213
KAN_RHnonlit_05,1,60,2,joke,Another thing a small boy is constantly outgrowing is his,allowance,underwear,Another thing a small boy is constantly outgrowing is his allowance.,2,0.4520249366760254,380.0025300979614
KAN_RHnonlit_05,1,133,2,nonjoke,He likes to make things around the house; this week it's the,maid,shelves,He likes to make things around the house; this week it's the shelves.,1,1.339250087738037,392.00548100471497
KAN_RHnonlit_05,1,136,2,joke,The only fishing through the ice that some men ever do is for the ,olive,trout,The only fishing through the ice that some men ever do is for the olive.,2,0.7868978977203369,400.00738620758057
KAN_RHnonlit_05,1,12,2,joke,In some marriages the bride is given away by the ,press,family ,In some marriages the bride is given away by the press.,1,1.2723338603973389,408.0093312263489
KAN_RHnonlit_05,1,45,2,nonjoke,"She is so modest, she pulls down the shade to change her", mind,jacket,"She is so modest, she pulls down the shade to change her jacket.",1,1.0546250343322754,424.01329803466797
KAN_RHnonlit_05,1,86,2,joke,"I asked the florist what I should give to my girlfriend, and he suggested his",address,tulips,"I asked the florist what I should give to my girlfriend, and he suggested his address.",3,1.4061810970306396,438.00834012031555
KAN_RHnonlit_05,1,135,2,nonjoke,"My mechanic couldn't fix my brakes, so he fixed my",horn,clutch,"My mechanic couldn't fix my brakes, so he fixed my clutch.",2,1.72428297996521,450.0111892223358
KAN_RHnonlit_05,1,47,2,nonjoke,"Charged with statutory rape, he told the judge he didn't know she was a ",statue,teenager,"Charged with statutory rape, he told the judge he didn't know she was a teenager.",1,0.7364931106567383,458.0131800174713
KAN_RHnonlit_05,1,145,2,nonjoke,The only person who sticks closer to you in adversity than a friend is a,creditor,spouse,The only person who sticks closer to you in adversity than a friend is a spouse.,1,0.7867457866668701,466.01512122154236
KAN_RHnonlit_05,1,25,2,nonjoke,The only thing money can't buy is,poverty,generosity,The only thing money can't buy is generosity.,1,0.4519028663635254,474.0003881454468
KAN_RHnonlit_05,1,84,2,joke,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and ",lawyers,crack,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and lawyers.",,,484.01115822792053
KAN_RHnonlit_05,1,53,2,nonjoke,"By the time Mary had her fourteenth child, she'd run out of names to call her ",husband,offspring,"By the time Mary had her fourteenth child, she'd run out of names to call her offspring.",2,1.2052879333496094,492.01306414604187
KAN_RHnonlit_05,1,155,2,nonjoke,The show had one act that was really offbeat: the,singer,clowns,The show had one act that was really offbeat: the clowns.,,,504.0159730911255
KAN_RHnonlit_05,1,26,2,joke,"To clothe one soldier, it takes the wool from two sheep and the hides from three",taxpayers,animals,"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",3,0.9374580383300781,512.0012011528015
KAN_RHnonlit_05,1,7,2,nonjoke,A replacement player hit a home run with my,girl,ball,A replacement player hit a home run with my ball.,2,1.3727130889892578,522.0119371414185
KAN_RHnonlit_05,1,72,2,joke,The first two hundred story building opened in Chicago; it was a ,library,hotel,The first two hundred story building opened in Chicago; it was a library.,2,1.80800199508667,532.0060460567474
KAN_RHnonlit_05,1,93,2,nonjoke,"He is probably the best boxer in the country, but he always loses in the ",city,competition,"He is probably the best boxer in the country, but he always loses in the competition.",1,0.552386999130249,540.0080101490021
KAN_RHnonlit_05,1,31,2,nonjoke,"He told her he wasn't himself, and she said she'd noticed the",improvement,problem,"He told her he wasn't himself, and she said she'd noticed the problem.",2,1.6740570068359375,550.001992225647
KAN_RHnonlit_05,1,116,2,joke,Autobiography is an unrivaled vehicle for telling the truth about,others,somebody,Autobiography is an unrivaled vehicle for telling the truth about others.,,,560.0128221511841
