subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset
KAN_RHnonlit_02,2,91,1,joke,"If there's one thing that counts in business, its",bookkeepers,resources,"If there's one thing that counts in business, its bookkeepers.",3,1.2331631183624268,370.0072708129883
KAN_RHnonlit_02,2,151,1,joke,One good turn gets most of the,blanket,profit,One good turn gets most of the blanket.,2,0.550055980682373,378.00639390945435
KAN_RHnonlit_02,2,138,1,nonjoke,Modern science is amazing: garbage is now being made into,movies,gasoline,Modern science is amazing: garbage is now being made into gasoline.,1,0.4998350143432617,392.0051248073578
KAN_RHnonlit_02,2,64,1,nonjoke,The best way to stop an elephant from charging is to cut off its,credit,toes,The best way to stop an elephant from charging is to cut off its toes.,2,1.2831430435180664,404.0039048194885
KAN_RHnonlit_02,2,101,1,joke,"I got a car for my wife, and I thought it was a good",trade,choice,"I got a car for my wife, and I thought it was a good trade.",3,0.883281946182251,416.002681016922
KAN_RHnonlit_02,2,95,1,joke,He was teaching his girlfriend how to swim when the lifeguard made them move to the ,lake,shallows,He was teaching his girlfriend how to swim when the lifeguard made them move to the lake.,2,1.366549015045166,428.0015149116516
KAN_RHnonlit_02,2,17,1,joke,A committee keeps minutes and takes,hours,votes,A committee keeps minutes and takes hours.,3,0.383228063583374,440.00037693977356
KAN_RHnonlit_02,2,56,1,nonjoke,"When you own an ice cream business, your favorite flavor is",aspirin,everything,"When you own an ice cream business, your favorite flavor is everything.",2,0.7499339580535889,448.0161919593811
KAN_RHnonlit_02,2,74,1,nonjoke,He's planning an extended vacation; he hopes to spend three weeks on his,couch,sailboat,He's planning an extended vacation; he hopes to spend three weeks on his sailboat.,1,1.0665030479431152,456.01540994644165
KAN_RHnonlit_02,2,121,1,joke,"Diamonds are produced by great pressure, usually provided by a ",girlfriend,piston,"Diamonds are produced by great pressure, usually provided by a girlfriend.",4,0.4165980815887451,466.01441383361816
KAN_RHnonlit_02,2,103,1,joke,"I still miss my ex-wife, but I am improving my",aim,ego,"I still miss my ex-wife, but I am improving my aim.",4,0.39992713928222656,474.01359486579895
KAN_RHnonlit_02,2,124,1,nonjoke,"I've got Parkinson's disease, and he's got", mine,gout,"I've got Parkinson's disease, and he's got gout.",1,1.1165471076965332,484.0126338005066
KAN_RHnonlit_02,2,136,1,nonjoke,The only fishing through the ice that some men ever do is for the ,olive,trout,The only fishing through the ice that some men ever do is for the trout.,1,0.8165228366851807,514.0096709728241
KAN_RHnonlit_02,2,35,1,joke,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their",nuptials,careers,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their nuptials.",,,522.0088260173798
KAN_RHnonlit_02,2,120,1,nonjoke,Two things are essential for success: wealth and,money,fame,Two things are essential for success: wealth and fame.,1,0.8332018852233887,532.0078959465027
KAN_RHnonlit_02,2,19,1,joke,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my",umbrella,pay,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my umbrella.",2,1.0998671054840088,540.0070488452911
KAN_RHnonlit_02,2,67,1,joke,The most prevalent form of legalized gambling is,elections,betting,The most prevalent form of legalized gambling is elections.,3,1.1499371528625488,550.0060608386993
KAN_RHnonlit_02,2,23,1,joke,The curse of heavy drinking is that afterwards you get a huge,bar tab,headache,The curse of heavy drinking is that afterwards you get a huge bar tab.,3,0.36667394638061523,568.0042948722839
