subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset,para conditions
KAN_RHnonlit_11,1,92,2,joke,"When I asked the bartender for something cold and full of rum, he recommended his",wife,daiquiri,"When I asked the bartender for something cold and full of rum, he recommended his wife.",1,1.975338221,382.00825,2
KAN_RHnonlit_11,1,139,2,nonjoke,They redecorated the bar with new,drunks,wood,They redecorated the bar with new wood.,1,0.468761921,402.0129702,2
KAN_RHnonlit_11,1,77,2,nonjoke,He is at the age when all the numbers in his little black book belong to,doctors,friends,He is at the age when all the numbers in his little black book belong to friends.,2,1.506645918,430.0030992,3
KAN_RHnonlit_11,1,87,2,nonjoke,"It's always nicer to give than to receive, especially when its your",opinion,parents,"It's always nicer to give than to receive, especially when its your parents.",,,438.005022,1
KAN_RHnonlit_11,1,152,2,joke,"Many things run in families, especially",noses,strength,"Many things run in families, especially noses.",2,0.636059046,446.006958,3
KAN_RHnonlit_11,1,68,2,joke,She always told girls not to look for a husband but just to date,bachelors,someone,She always told girls not to look for a husband but just to date bachelors.,1,0.502300978,456.0008941,2
KAN_RHnonlit_11,1,24,2,joke,"Where I'm from, the two most common elements are hydrogen and ",stupidity,nitrogen,"Where I'm from, the two most common elements are hydrogen and stupidity.",3,0.753303051,468.0037961,4
KAN_RHnonlit_11,1,23,2,nonjoke,The curse of heavy drinking is that afterwards you get a huge,bar tab,headache,The curse of heavy drinking is that afterwards you get a huge headache.,1,0.78689599,478.0145552,2
KAN_RHnonlit_11,1,119,2,nonjoke,"He told me he's not broke, just badly",bent,off,"He told me he's not broke, just badly off.",1,0.887300968,492.009618,2
KAN_RHnonlit_11,1,15,2,nonjoke,"When John bought a bulldog, it was no time at all before he had that dog eating out of his",leg,fingers,"When John bought a bulldog, it was no time at all before he had that dog eating out of his fingers.",2,1.456519127,500.011492,3
KAN_RHnonlit_11,1,1,2,nonjoke,"When I asked how long he should cook the noodles, I said at least ten",inches,seconds,"When I asked how long he should cook the noodles, I said at least ten seconds.",1,0.451881886,510.0056832,2
KAN_RHnonlit_11,1,91,2,nonjoke,"If there's one thing that counts in business, its",bookkeepers,resources,"If there's one thing that counts in business, its resources.",1,0.050240993,518.0075161,2
KAN_RHnonlit_11,1,21,2,nonjoke,"She told him he looked like a million, and she meant every",century,syllable,"She told him he looked like a million, and she meant every syllable.",1,1.807933092,526.0094681,2
KAN_RHnonlit_11,1,102,2,joke,We live in a lovely suburb; it's just two miles beyond our,income,town,We live in a lovely suburb; it's just two miles beyond our income.,3,0.435250044,536.0034871,4
KAN_RHnonlit_11,1,129,2,nonjoke,The perfect companion to a vegetarian dinner is a ,steak,salad,The perfect companion to a vegetarian dinner is a salad.,,,548.0063431,1
KAN_RHnonlit_11,1,13,2,nonjoke,A device for finding furniture in the dark is a ,shin,candle,A device for finding furniture in the dark is a candle.,1,0.63609004,556.008352,2
KAN_RHnonlit_11,1,6,2,joke,Sunday is the day we bow our heads and,putt,rest,Sunday is the day we bow our heads and putt.,1,1.104854822,566.0024252,2
