subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset
KAN_RHnonlit_01,1,42,1,nonjoke,The best way to keep the milk from turning sour is to keep it in the,cow,cold,The best way to keep the milk from turning sour is to keep it in the cold.,1,0.3666269779205322,294.0138580799103
KAN_RHnonlit_01,1,90,1,nonjoke,A vacation is the shortest distance between two,paychecks,locations,A vacation is the shortest distance between two locations.,,,316.01162910461426
KAN_RHnonlit_01,1,96,1,nonjoke,"When the kid came into the store and asked for empty boxes, the owner gave him the",register,crate,"When the kid came into the store and asked for empty boxes, the owner gave him the crate.",1,0.416532039642334,328.0104739665985
KAN_RHnonlit_01,1,156,1,nonjoke,The only ones who want me for my body are,mosquitos,losers,The only ones who want me for my body are losers.,1,1.249936819076538,338.00942611694336
KAN_RHnonlit_01,1,34,1,nonjoke,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough",room,change,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough change.",,,348.00850105285645
KAN_RHnonlit_01,1,1,1,joke,"When I asked how long he should cook the noodles, I said at least ten",inches,seconds,"When I asked how long he should cook the noodles, I said at least ten inches.",2,1.2165281772613525,360.00725197792053
KAN_RHnonlit_01,1,114,1,nonjoke,It's extraordinary what fine poker hand you get when you're playing,bridge,stud,It's extraordinary what fine poker hand you get when you're playing stud.,2,0.9333229064941406,370.00624203681946
KAN_RHnonlit_01,1,5,1,joke,She read so much about the bad effects of cigarettes she decided to give up the,reading,habit,She read so much about the bad effects of cigarettes she decided to give up the reading.,3,0.34990382194519043,380.005252122879
KAN_RHnonlit_01,1,131,1,joke,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly",weddings, blackjack,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",4,0.4999871253967285,392.00404500961304
KAN_RHnonlit_01,1,113,1,joke,Some people's only culture is,bacteria,radio,Some people's only culture is bacteria.,3,0.29988789558410645,400.0033531188965
KAN_RHnonlit_01,1,120,1,nonjoke,Two things are essential for success: wealth and,money,fame,Two things are essential for success: wealth and fame.,2,0.9332609176635742,408.00250911712646
KAN_RHnonlit_01,1,105,1,joke,The book that tells you where you can go on vacation is called a,checkbook,guidebook,The book that tells you where you can go on vacation is called a checkbook.,3,0.5833239555358887,424.000853061676
KAN_RHnonlit_01,1,26,1,nonjoke,"To clothe one soldier, it takes the wool from two sheep and the hides from three",taxpayers,animals,"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",1,0.7332611083984375,438.0161199569702
KAN_RHnonlit_01,1,48,1,nonjoke,"The new tax forms are more realistic: where your wife signs, it says","""accomplice""","""partner""","The new tax forms are more realistic: where your wife signs, it says ""partner"".",2,1.2831201553344727,450.0150799751282
KAN_RHnonlit_01,1,73,1,joke,One thing that makes the world go round is,detours,greed,One thing that makes the world go round is detours.,3,0.3332860469818115,458.01418900489807
KAN_RHnonlit_01,1,150,1,nonjoke,One way to keep pornography away from teenagers is to put it in a,textbook,cabinet,One way to keep pornography away from teenagers is to put it in a cabinet.,2,0.46662092208862305,466.0133571624756
KAN_RHnonlit_01,1,93,1,joke,"He is probably the best boxer in the country, but he always loses in the ",city,competition,"He is probably the best boxer in the country, but he always loses in the city.",3,0.7832610607147217,474.01257705688477
KAN_RHnonlit_01,1,39,1,joke,The best way to remove coffee stains from a white blouse is with,scissors,detergent,The best way to remove coffee stains from a white blouse is with scissors.,3,0.8665900230407715,484.01162600517273
KAN_RHnonlit_01,1,141,1,joke,The only crop that is grown in America and harvested abroad is the American,tourist,tobacco,The only crop that is grown in America and harvested abroad is the American tourist.,2,1.0831248760223389,492.01088309288025
KAN_RHnonlit_01,1,115,1,joke,"In the game of golf, nothing counts as much as your",opponent,drives,"In the game of golf, nothing counts as much as your opponent.",3,0.466655969619751,504.00959300994873
KAN_RHnonlit_01,1,78,1,nonjoke,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our,drinks,stove,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our stove.,1,1.1998860836029053,512.008847951889
KAN_RHnonlit_01,1,61,1,joke,"For great vacation, put the kids in the back seat, and take a ",cruise,freeway,"For great vacation, put the kids in the back seat, and take a cruise.",2,1.2498900890350342,522.0078020095825
KAN_RHnonlit_01,1,83,1,joke,Nothing ages a woman faster than,identification,hardship,Nothing ages a woman faster than identification.,2,1.716413974761963,532.0068919658661
KAN_RHnonlit_01,1,82,1,nonjoke,"When it comes to keeping warm, nothing beats a thermal",brunette,parka,"When it comes to keeping warm, nothing beats a thermal parka.",1,0.38327598571777344,540.0060410499573
KAN_RHnonlit_01,1,89,1,joke,"Some babies are born to rule, while others are",male,weak,"Some babies are born to rule, while others are male.",3,0.3499729633331299,550.00510597229
KAN_RHnonlit_01,1,123,1,joke,Too many girls believe that the chief foundation for true love is a large,stone,fortune,Too many girls believe that the chief foundation for true love is a large stone.,1,0.8665189743041992,560.0041201114655
