subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset
KAN_RHnonlit_01,2,32,1,nonjoke,"Though most people think it's Rome, the world's most beloved capital is actually",dollars,Vienna,"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",1,0.3833909034729004,216.0056390762329
KAN_RHnonlit_01,2,72,1,nonjoke,The first two hundred story building opened in Chicago; it was a ,library,hotel,The first two hundred story building opened in Chicago; it was a hotel.,1,0.8998560905456543,224.00490498542786
KAN_RHnonlit_01,2,43,1,joke,"I asked him if he started out as an editor, and he said that years ago he used to be a ",boy,journalist,"I asked him if he started out as an editor, and he said that years ago he used to be a boy.",4,1.0999391078948975,234.00386905670166
KAN_RHnonlit_01,2,85,1,joke,"Frequent naps prevent old age, especially when taken while",driving,relaxed,"Frequent naps prevent old age, especially when taken while driving.",4,0.6499431133270264,254.00187802314758
KAN_RHnonlit_01,2,36,1,nonjoke,A problem drinker is one who never,buys,quits,A problem drinker is one who never quits.,1,0.5999150276184082,264.0009300708771
KAN_RHnonlit_01,2,38,1,nonjoke,This fall two things are turning yellow: trees and,investors,bushes,This fall two things are turning yellow: trees and bushes.,1,0.8332672119140625,280.01601696014404
KAN_RHnonlit_01,2,13,1,joke,A device for finding furniture in the dark is a ,shin,candle,A device for finding furniture in the dark is a shin.,2,0.5832982063293457,308.01324796676636
KAN_RHnonlit_01,2,18,1,nonjoke,"When we watch a sexy movie, my wife leans over and breathes on my",glasses,collar,"When we watch a sexy movie, my wife leans over and breathes on my collar.",1,0.5000059604644775,318.01222801208496
KAN_RHnonlit_01,2,86,1,nonjoke,"I asked the florist what I should give to my girlfriend, and he suggested his",address,tulips,"I asked the florist what I should give to my girlfriend, and he suggested his tulips.",1,0.3333117961883545,326.0114371776581
KAN_RHnonlit_01,2,7,1,joke,A replacement player hit a home run with my,girl,ball,A replacement player hit a home run with my girl.,2,0.38330817222595215,338.01022696495056
KAN_RHnonlit_01,2,56,1,nonjoke,"When you own an ice cream business, your favorite flavor is",aspirin,everything,"When you own an ice cream business, your favorite flavor is everything.",2,0.4334239959716797,348.00920510292053
KAN_RHnonlit_01,2,138,1,nonjoke,Modern science is amazing: garbage is now being made into,movies,gasoline,Modern science is amazing: garbage is now being made into gasoline.,1,0.549976110458374,356.0085289478302
KAN_RHnonlit_01,2,147,1,joke,"When we got divorced, my wife and I split the house; she got the",inside,kitchen,"When we got divorced, my wife and I split the house; she got the inside.",4,0.4000511169433594,366.0074520111084
KAN_RHnonlit_01,2,108,1,nonjoke,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little,water,platform,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.,1,0.38324499130249023,382.00592398643494
KAN_RHnonlit_01,2,51,1,joke,I went to a place that serves breakfast any time and ordered French toast in the,Renaissance,nighttime,I went to a place that serves breakfast any time and ordered French toast in the Renaissance.,3,0.7665278911590576,402.0039441585541
KAN_RHnonlit_01,2,6,1,nonjoke,Sunday is the day we bow our heads and,putt,rest,Sunday is the day we bow our heads and rest.,1,0.6832590103149414,430.00112795829773
KAN_RHnonlit_01,2,54,1,nonjoke,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little,finding,sightseeing,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,1,0.6832149028778076,438.0003991127014
KAN_RHnonlit_01,2,154,1,nonjoke,"This new computer works so quickly, it comes complete with",ulcers,games,"This new computer works so quickly, it comes complete with games.",1,0.5000288486480713,446.0161771774292
KAN_RHnonlit_01,2,20,1,nonjoke,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a",balloon,truck,"He told me he just bought a set of balloon tires, and I told him I didn't even know he owned a truck.",2,0.8499801158905029,456.0151970386505
KAN_RHnonlit_01,2,130,1,nonjoke,"This house comes with lots of extras, mostly",termites,upgrades,"This house comes with lots of extras, mostly upgrades.",2,0.39989686012268066,468.01405811309814
KAN_RHnonlit_01,2,31,1,joke,"He told her he wasn't himself, and she said she'd noticed the",improvement,problem,"He told her he wasn't himself, and she said she'd noticed the improvement.",3,1.3166289329528809,478.0129940509796
KAN_RHnonlit_01,2,117,1,joke,"All roads lead to Rome, and all detours lead to",profanity,somewhere,"All roads lead to Rome, and all detours lead to profanity.",2,0.43332386016845703,492.0115931034088
KAN_RHnonlit_01,2,41,1,joke,His doctor recommended he stay flat on his back ever since he was hit by a ,steamroller,motorist,His doctor recommended he stay flat on his back ever since he was hit by a steamroller.,1,0.39988088607788086,500.0109131336212
KAN_RHnonlit_01,2,28,1,nonjoke,Her press agent was operated on for an ingrown,beeper,eyelash,Her press agent was operated on for an ingrown eyelash.,1,0.7666330337524414,510.0098121166229
KAN_RHnonlit_01,2,74,1,nonjoke,He's planning an extended vacation; he hopes to spend three weeks on his,couch,sailboat,He's planning an extended vacation; he hopes to spend three weeks on his sailboat.,1,0.366657018661499,518.0091171264648
KAN_RHnonlit_01,2,135,1,joke,"My mechanic couldn't fix my brakes, so he fixed my",horn,clutch,"My mechanic couldn't fix my brakes, so he fixed my horn.",2,1.3832170963287354,526.008306980133
KAN_RHnonlit_01,2,116,1,nonjoke,Autobiography is an unrivaled vehicle for telling the truth about,others,somebody,Autobiography is an unrivaled vehicle for telling the truth about somebody.,2,0.46658802032470703,536.0072720050812
KAN_RHnonlit_01,2,69,1,joke,"When an irresistible force meets an immovable object, you get two very angry",women,entities,"When an irresistible force meets an immovable object, you get two very angry women.",3,0.4333970546722412,548.0060710906982
KAN_RHnonlit_01,2,3,1,joke,A thoughtful wife has pork chops ready when her husband comes home from,fishing,working,A thoughtful wife has pork chops ready when her husband comes home from fishing.,2,0.9665629863739014,556.0052690505981
KAN_RHnonlit_01,2,118,1,nonjoke,Cocktails lounges are usually half lit to match the,patrons,setting,Cocktails lounges are usually half lit to match the setting.,1,0.43335986137390137,566.0042850971222
