subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset
KAN_RHnonlit_02,3,145,1,joke,The only person who sticks closer to you in adversity than a friend is a,creditor,spouse,The only person who sticks closer to you in adversity than a friend is a creditor.,4,0.5166800022125244,232.00399589538574
KAN_RHnonlit_02,3,6,1,nonjoke,Sunday is the day we bow our heads and,putt,rest,Sunday is the day we bow our heads and rest.,3,1.26649808883667,240.00321698188782
KAN_RHnonlit_02,3,98,1,nonjoke,"Nature has three ways of thinning the herd: drought, famine, and ",primaries,hunting,"Nature has three ways of thinning the herd: drought, famine, and hunting.",,,248.00240898132324
KAN_RHnonlit_02,3,60,1,nonjoke,Another thing a small boy is constantly outgrowing is his,allowance,underwear,Another thing a small boy is constantly outgrowing is his underwear.,1,0.4998929500579834,256.0016939640045
KAN_RHnonlit_02,3,114,1,nonjoke,It's extraordinary what fine poker hand you get when you're playing,bridge,stud,It's extraordinary what fine poker hand you get when you're playing stud.,1,0.8499789237976074,276.0163140296936
KAN_RHnonlit_02,3,5,1,joke,She read so much about the bad effects of cigarettes she decided to give up the,reading,habit,She read so much about the bad effects of cigarettes she decided to give up the reading.,3,1.183150053024292,284.01554107666016
KAN_RHnonlit_02,3,24,1,nonjoke,"Where I'm from, the two most common elements are hydrogen and ",stupidity,nitrogen,"Where I'm from, the two most common elements are hydrogen and nitrogen.",,,294.0145869255066
KAN_RHnonlit_02,3,34,1,nonjoke,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough",room,change,"He asked if I'd join him in a bowl of soup, but I told him we didn't have enough change.",1,0.9165492057800293,316.01238989830017
KAN_RHnonlit_02,3,78,1,nonjoke,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our,drinks,stove,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our stove.,1,0.6165421009063721,328.0111789703369
KAN_RHnonlit_02,3,111,1,joke,"Some husbands are good providers, but only if you count",children,salary,"Some husbands are good providers, but only if you count children.",2,1.1831910610198975,338.0102219581604
KAN_RHnonlit_02,3,82,1,nonjoke,"When it comes to keeping warm, nothing beats a thermal",brunette,parka,"When it comes to keeping warm, nothing beats a thermal parka.",1,0.46663904190063477,348.0091440677643
KAN_RHnonlit_02,3,154,1,nonjoke,"This new computer works so quickly, it comes complete with",ulcers,games,"This new computer works so quickly, it comes complete with games.",2,1.1832449436187744,360.0079650878906
KAN_RHnonlit_02,3,18,1,nonjoke,"When we watch a sexy movie, my wife leans over and breathes on my",glasses,collar,"When we watch a sexy movie, my wife leans over and breathes on my collar.",3,0.38326311111450195,370.00699400901794
KAN_RHnonlit_02,3,69,1,joke,"When an irresistible force meets an immovable object, you get two very angry",women,entities,"When an irresistible force meets an immovable object, you get two very angry women.",2,1.2832109928131104,380.00594902038574
KAN_RHnonlit_02,3,146,1,nonjoke,"Love has its benefits, and they are usually called",alimony,memories,"Love has its benefits, and they are usually called memories.",2,0.3165779113769531,392.00478506088257
KAN_RHnonlit_02,3,153,1,joke,The husband who catches his wife in the act is probably on the,trapeze,snoop,The husband who catches his wife in the act is probably on the trapeze.,2,1.199864149093628,400.0039689540863
KAN_RHnonlit_02,3,143,1,joke,Most of the people running for office are not politicians; they're,commuters,candidates,Most of the people running for office are not politicians; they're commuters.,2,0.4998757839202881,408.0032091140747
KAN_RHnonlit_02,3,132,1,nonjoke,The last time a guy in a mask took all my money I was in,surgery,shock,The last time a guy in a mask took all my money I was in shock.,1,0.7332789897918701,424.00163292884827
KAN_RHnonlit_02,3,16,1,nonjoke,Many a man's idea of a vacation is to rest quietly in the shade of a ,blonde,palm,Many a man's idea of a vacation is to rest quietly in the shade of a palm.,1,0.8832921981811523,438.0002179145813
KAN_RHnonlit_02,3,156,1,nonjoke,The only ones who want me for my body are,mosquitos,losers,The only ones who want me for my body are losers.,2,1.5998311042785645,450.0157558917999
KAN_RHnonlit_02,3,54,1,nonjoke,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little,finding,sightseeing,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,1,1.199794054031372,458.01495695114136
KAN_RHnonlit_02,3,14,1,nonjoke,He got a medal for bravery on the beach when he rescued a girl from a ,lifeguard,shipwreck,He got a medal for bravery on the beach when he rescued a girl from a shipwreck.,1,0.5498778820037842,466.0141351222992
KAN_RHnonlit_02,3,66,1,nonjoke,One good way to invest in the country is to buy a ,senator,business,One good way to invest in the country is to buy a business.,2,0.44995594024658203,474.01332998275757
KAN_RHnonlit_02,3,99,1,joke,"He's never given a girl a present, but he did give a few a pretty good",reputation,surprise,"He's never given a girl a present, but he did give a few a pretty good reputation.",3,0.5498530864715576,484.0123670101166
KAN_RHnonlit_02,3,40,1,nonjoke,No patient should leave the hospital until he's strong enough to face the,cashier,outside,No patient should leave the hospital until he's strong enough to face the outside.,1,0.5500020980834961,492.0114779472351
KAN_RHnonlit_02,3,62,1,nonjoke,"I can walk on water, but I stagger on ",alcohol,concrete,"I can walk on water, but I stagger on concrete.",3,0.4833240509033203,504.01032304763794
KAN_RHnonlit_02,3,53,1,joke,"By the time Mary had her fourteenth child, she'd run out of names to call her ",husband,offspring,"By the time Mary had her fourteenth child, she'd run out of names to call her husband.",2,0.4833381175994873,512.0095210075378
KAN_RHnonlit_02,3,59,1,joke,"Women don't dress to please men; if they did, they'd dress a lot",faster,scantier,"Women don't dress to please men; if they did, they'd dress a lot faster.",4,0.4165830612182617,522.0086109638214
KAN_RHnonlit_02,3,108,1,nonjoke,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little,water,platform,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.,1,1.1998250484466553,532.007611989975
KAN_RHnonlit_02,3,118,1,nonjoke,Cocktails lounges are usually half lit to match the,patrons,setting,Cocktails lounges are usually half lit to match the setting.,2,0.8500299453735352,540.0067009925842
KAN_RHnonlit_02,3,104,1,nonjoke,Politicians who are as American as apple pie still want their,slice,rewards,Politicians who are as American as apple pie still want their rewards.,1,0.5333259105682373,550.0057489871979
KAN_RHnonlit_02,3,41,1,joke,His doctor recommended he stay flat on his back ever since he was hit by a ,steamroller,motorist,His doctor recommended he stay flat on his back ever since he was hit by a steamroller.,2,0.6832001209259033,560.0047760009766
