subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset
KAN_RHnonlit_02,3,26,2,joke,"To clothe one soldier, it takes the wool from two sheep and the hides from three",taxpayers,animals,"To clothe one soldier, it takes the wool from two sheep and the hides from three taxpayers.",2,1.6497461795806885,456.01284289360046
KAN_RHnonlit_02,3,148,2,joke,The best bargain I ever got was when I went to a family garage sale and bought a ,grandma,toaster,The best bargain I ever got was when I went to a family garage sale and bought a grandma.,3,1.7664740085601807,466.0118029117584
KAN_RHnonlit_02,3,134,2,joke,My church welcomes all denominations but prefers,twenties,Mormons,My church welcomes all denominations but prefers twenties.,3,0.8831789493560791,474.0110399723053
KAN_RHnonlit_02,3,109,2,nonjoke,Many a freshman helps the college of his choice by becoming a ,dropout,member,Many a freshman helps the college of his choice by becoming a member.,2,1.933107852935791,484.0100140571594
KAN_RHnonlit_02,3,46,2,joke,Arguments between couples are healthy; sometimes they even prevent,marriage,breakups,Arguments between couples are healthy; sometimes they even prevent marriage.,2,0.33321499824523926,514.00710105896
KAN_RHnonlit_02,3,83,2,nonjoke,Nothing ages a woman faster than,identification,hardship,Nothing ages a woman faster than hardship.,1,0.5165770053863525,522.0062680244446
KAN_RHnonlit_02,3,30,2,joke,Nothing you put in a banana split is as potentially fattening as the,spoon,syrup,Nothing you put in a banana split is as potentially fattening as the spoon.,2,1.4166178703308105,532.0052490234375
KAN_RHnonlit_02,3,25,2,nonjoke,The only thing money can't buy is,poverty,generosity,The only thing money can't buy is generosity.,,,540.0044209957123
KAN_RHnonlit_02,3,53,2,nonjoke,"By the time Mary had her fourteenth child, she'd run out of names to call her ",husband,offspring,"By the time Mary had her fourteenth child, she'd run out of names to call her offspring.",2,0.49987292289733887,550.0035030841827
KAN_RHnonlit_02,3,13,2,nonjoke,A device for finding furniture in the dark is a ,shin,candle,A device for finding furniture in the dark is a candle.,2,0.5332751274108887,568.0017049312592
